Shape_ID;Top_Rad;Bottom_Rad;Angle;Edges;Height;Bevel_Offset;Bevel_Height;Bevel_Weight;T1;T2;T3;T4;T5;Average_Cd;Outcome
Shape_13086;93;31;327;15;49;-3;1;2;0.2;0.2;0.19;0.19;0.19;0.2;Optimal
Shape_13087;32;38;283;38;152;2;18;0;0.21;0.22;0.22;0.23;0.22;0.23;Optimal
Shape_13090;35;29;238;51;171;6;7;-2;0.2;0.21;0.2;0.19;0.21;0.2;Optimal
Shape_13095;10;47;344;41;16;0;0;0;0.16;0.17;0.16;0.16;0.18;0.16;Optimal
Shape_13100;44;142;351;42;58;-3;14;1;0.24;0.22;0.21;0.22;0.21;0.22;Optimal
Shape_13107;126;101;357;49;66;9;14;3;0.19;0.19;0.22;0.21;0.21;0.2;Optimal
Shape_13113;37;60;311;27;346;-3;11;-2;0.22;0.23;0.25;0.25;0.24;0.24;Optimal
Shape_13121;73;92;244;51;18;5;16;2;0.26;0.25;0.26;0.25;0.23;0.25;Optimal
Shape_13124;61;81;343;58;285;-3;2;0;0.24;0.22;0.21;0.21;0.22;0.23;Optimal
Shape_13128;61;16;273;56;175;4;10;-2;0.17;0.17;0.18;0.18;0.17;0.18;Optimal
Shape_13133;21;134;241;60;92;8;9;-1;0.23;0.27;0.24;0.24;0.26;0.25;Optimal
Shape_13138;24;164;313;38;269;-1;3;3;0.25;0.26;0.23;0.25;0.26;0.24;Optimal
Shape_13139;62;52;247;42;23;-3;17;-1;0.26;0.24;0.24;0.23;0.25;0.24;Optimal
Shape_13146;29;12;279;48;277;-1;2;-1;0.21;0.21;0.21;0.19;0.21;0.2;Optimal
Shape_13149;70;32;268;59;254;-3;17;-1;0.25;0.25;0.26;0.24;0.27;0.25;Optimal
Shape_13151;128;72;319;36;132;-3;18;3;0.27;0.25;0.23;0.27;0.27;0.25;Optimal
Shape_13159;124;36;301;62;70;4;4;0;0.25;0.22;0.21;0.22;0.23;0.23;Optimal
Shape_13165;52;21;281;41;206;6;7;0;0.22;0.22;0.23;0.25;0.24;0.23;Optimal
Shape_13170;5;39;275;8;79;0;0;0;0.24;0.25;0.24;0.26;0.25;0.25;Optimal
Shape_13174;45;29;319;40;239;7;14;-2;0.17;0.19;0.16;0.17;0.17;0.18;Optimal
Shape_13177;8;51;346;21;112;0;0;0;0.19;0.19;0.18;0.18;0.18;0.2;Optimal
Shape_13181;41;33;200;40;174;1;8;3;0.22;0.23;0.22;0.24;0.22;0.23;Optimal
Shape_13188;98;97;275;62;27;1;16;3;0.24;0.2;0.22;0.22;0.23;0.22;Optimal
Shape_13200;6;103;204;46;61;-1;10;3;0.24;0.24;0.21;0.21;0.21;0.22;Optimal
Shape_13202;128;40;325;53;75;-3;10;0;0.23;0.23;0.25;0.25;0.23;0.24;Optimal
Shape_13216;27;11;346;58;181;1;13;0;0.16;0.16;0.16;0.14;0.15;0.15;Optimal
Shape_13224;55;89;296;53;257;9;10;3;0.22;0.2;0.21;0.2;0.21;0.21;Optimal
Shape_13225;81;38;342;15;53;8;19;-2;0.19;0.2;0.19;0.18;0.21;0.19;Optimal
Shape_13240;89;30;293;16;26;2;19;1;0.24;0.26;0.24;0.24;0.25;0.25;Optimal
Shape_13244;130;32;312;29;35;1;12;2;0.21;0.24;0.24;0.21;0.22;0.23;Optimal
Shape_13252;113;106;334;60;42;1;13;3;0.19;0.2;0.21;0.2;0.19;0.19;Optimal
Shape_13261;23;15;124;61;133;-4;13;-2;0.25;0.26;0.27;0.24;0.24;0.25;Optimal
Shape_13262;99;63;269;35;67;7;13;-2;0.26;0.23;0.27;0.24;0.25;0.25;Optimal
Shape_13264;35;102;319;53;147;0;0;0;0.25;0.26;0.23;0.26;0.23;0.24;Optimal
Shape_13273;25;139;356;28;271;1;7;3;0.22;0.22;0.22;0.22;0.21;0.21;Optimal
Shape_13275;135;27;358;47;185;-2;4;-2;0.19;0.2;0.19;0.21;0.18;0.19;Optimal
Shape_13279;96;24;354;53;46;3;1;2;0.15;0.13;0.11;0.13;0.12;0.13;Optimal
Shape_13290;21;6;203;50;281;-4;14;1;0.24;0.24;0.25;0.26;0.24;0.25;Optimal
Shape_13294;19;37;322;45;153;-4;19;0;0.18;0.2;0.21;0.21;0.21;0.2;Optimal
Shape_13302;122;15;351;18;83;5;3;3;0.17;0.18;0.19;0.17;0.17;0.17;Optimal
Shape_13312;37;13;327;46;49;8;10;1;0.14;0.14;0.12;0.15;0.12;0.13;Optimal
Shape_13313;49;15;293;37;15;-4;5;-2;0.16;0.15;0.16;0.15;0.13;0.15;Optimal
Shape_13317;68;142;342;48;132;-1;2;-2;0.23;0.24;0.23;0.22;0.21;0.22;Optimal
Shape_13318;29;79;279;56;293;7;15;3;0.19;0.21;0.21;0.19;0.2;0.21;Optimal
Shape_13320;122;28;326;37;338;-3;1;2;0.27;0.25;0.24;0.26;0.25;0.25;Optimal
Shape_13321;72;58;299;15;77;-1;18;-2;0.24;0.25;0.22;0.25;0.25;0.24;Optimal
Shape_13322;42;108;314;55;105;-3;13;-2;0.2;0.22;0.19;0.21;0.19;0.2;Optimal
Shape_13326;120;67;329;47;46;-1;15;3;0.17;0.17;0.17;0.2;0.18;0.19;Optimal
Shape_13339;3;25;350;32;32;4;19;-2;0.12;0.1;0.1;0.13;0.1;0.11;Optimal
Shape_13341;36;27;140;61;54;-2;10;-2;0.25;0.23;0.24;0.24;0.22;0.24;Optimal
Shape_13342;6;61;198;34;59;-3;11;1;0.24;0.25;0.25;0.25;0.25;0.25;Optimal
Shape_13344;27;129;249;53;48;4;2;-2;0.21;0.22;0.21;0.23;0.21;0.22;Optimal
Shape_13349;29;123;278;58;24;7;10;-1;0.22;0.22;0.22;0.22;0.2;0.21;Optimal
Shape_13356;40;153;257;35;81;9;5;3;0.24;0.25;0.24;0.24;0.25;0.25;Optimal
Shape_13357;57;10;260;5;317;9;8;3;0.23;0.25;0.24;0.25;0.24;0.25;Optimal
Shape_13358;27;7;350;42;24;6;4;1;0.12;0.11;0.09;0.11;0.09;0.1;Optimal
Shape_13364;57;15;320;33;194;5;4;0;0.23;0.22;0.2;0.19;0.2;0.21;Optimal
Shape_13372;43;45;344;12;228;7;18;0;0.25;0.26;0.24;0.25;0.25;0.25;Optimal
Shape_13375;6;28;275;51;32;0;0;0;0.16;0.16;0.16;0.19;0.17;0.18;Optimal
Shape_13382;3;152;311;63;239;8;2;3;0.16;0.19;0.16;0.19;0.17;0.18;Optimal
Shape_13385;151;60;324;58;71;9;13;-2;0.23;0.24;0.23;0.2;0.21;0.22;Optimal
Shape_13388;117;23;354;51;63;0;0;0;0.23;0.22;0.19;0.2;0.22;0.21;Optimal
Shape_13392;27;34;344;4;204;5;10;-2;0.18;0.2;0.2;0.17;0.21;0.19;Optimal
Shape_13404;108;112;339;61;125;4;13;2;0.23;0.24;0.22;0.21;0.23;0.22;Optimal
Shape_13405;34;19;293;7;78;0;0;0;0.24;0.22;0.24;0.23;0.23;0.24;Optimal
Shape_13418;35;40;236;37;58;-1;6;0;0.26;0.22;0.23;0.23;0.25;0.24;Optimal
Shape_13419;12;79;253;25;57;9;11;0;0.25;0.25;0.27;0.25;0.23;0.25;Optimal
Shape_13425;29;109;315;10;165;-4;15;3;0.25;0.22;0.23;0.24;0.23;0.23;Optimal
Shape_13428;68;6;219;60;143;-4;5;-2;0.21;0.22;0.22;0.23;0.19;0.21;Optimal
Shape_13430;124;58;358;55;321;7;16;-2;0.24;0.25;0.21;0.25;0.24;0.23;Optimal
Shape_13438;70;4;335;6;66;9;6;0;0.19;0.21;0.19;0.21;0.2;0.21;Optimal
Shape_13450;47;23;268;41;298;-1;2;-1;0.25;0.24;0.23;0.25;0.25;0.24;Optimal
Shape_13453;39;54;292;63;342;1;9;3;0.18;0.2;0.2;0.19;0.21;0.19;Optimal
Shape_13465;32;35;289;35;28;-4;14;1;0.19;0.2;0.19;0.19;0.2;0.19;Optimal
Shape_13467;36;167;358;58;66;4;13;1;0.19;0.2;0.21;0.19;0.18;0.2;Optimal
Shape_13470;59;44;329;62;315;6;2;3;0.16;0.15;0.14;0.16;0.15;0.15;Optimal
Shape_13472;54;48;264;50;243;3;19;2;0.24;0.26;0.25;0.23;0.23;0.24;Optimal
Shape_13475;72;27;311;23;252;1;18;2;0.23;0.25;0.23;0.23;0.26;0.24;Optimal
Shape_13476;105;5;289;36;27;7;15;0;0.23;0.23;0.22;0.21;0.23;0.23;Optimal
Shape_13479;19;12;182;33;209;-4;11;3;0.25;0.25;0.22;0.23;0.24;0.23;Optimal
Shape_13484;53;101;330;34;283;-4;11;3;0.22;0.23;0.25;0.21;0.22;0.23;Optimal
Shape_13500;38;15;332;5;261;-2;15;0;0.25;0.26;0.26;0.23;0.24;0.25;Optimal
Shape_13506;88;58;353;60;326;-3;13;1;0.22;0.21;0.24;0.23;0.23;0.23;Optimal
Shape_13511;51;75;359;11;173;8;18;1;0.23;0.22;0.24;0.24;0.21;0.23;Optimal
Shape_13517;126;4;271;35;157;-3;11;3;0.21;0.22;0.24;0.22;0.24;0.23;Optimal
Shape_13527;14;25;292;25;135;2;10;-2;0.15;0.17;0.15;0.17;0.17;0.17;Optimal
Shape_13535;34;109;344;32;73;-2;17;0;0.23;0.23;0.21;0.22;0.22;0.23;Optimal
Shape_13537;42;132;333;6;79;6;1;1;0.23;0.24;0.27;0.24;0.24;0.25;Optimal
Shape_13543;83;105;319;54;160;7;7;1;0.23;0.26;0.23;0.22;0.24;0.24;Optimal
Shape_13546;5;36;305;23;162;2;7;-1;0.2;0.19;0.19;0.19;0.19;0.19;Optimal
Shape_13547;46;146;357;50;79;8;16;-2;0.18;0.18;0.18;0.2;0.2;0.19;Optimal
Shape_13548;8;29;220;25;68;4;17;-1;0.23;0.25;0.22;0.22;0.23;0.23;Optimal
Shape_13551;41;12;255;48;336;4;3;2;0.23;0.19;0.21;0.21;0.22;0.21;Optimal
Shape_13554;9;59;294;61;269;7;2;0;0.19;0.21;0.2;0.2;0.21;0.2;Optimal
Shape_13574;10;19;214;53;19;6;10;0;0.19;0.22;0.22;0.2;0.18;0.2;Optimal
Shape_13576;34;77;325;26;115;-2;16;1;0.22;0.23;0.23;0.22;0.21;0.22;Optimal
Shape_13582;29;119;353;16;290;4;9;-2;0.24;0.22;0.25;0.26;0.23;0.24;Optimal
Shape_13602;55;54;228;22;23;-4;3;3;0.25;0.23;0.23;0.23;0.21;0.23;Optimal
Shape_13610;55;78;348;13;107;8;11;-1;0.22;0.24;0.21;0.23;0.21;0.22;Optimal
Shape_13618;141;67;336;48;297;-4;2;3;0.23;0.25;0.24;0.26;0.24;0.24;Optimal
Shape_13619;39;100;298;35;29;7;19;-1;0.22;0.23;0.23;0.22;0.25;0.23;Optimal
Shape_13621;86;53;342;36;106;-3;4;0;0.21;0.22;0.24;0.22;0.2;0.22;Optimal
Shape_13626;30;19;279;13;128;0;0;0;0.25;0.26;0.26;0.27;0.26;0.25;Optimal
Shape_13637;74;17;265;13;242;-2;14;3;0.26;0.24;0.24;0.26;0.25;0.25;Optimal
Shape_13643;46;45;263;36;204;6;12;2;0.21;0.25;0.25;0.23;0.24;0.23;Optimal
Shape_13645;102;17;352;14;197;6;9;1;0.23;0.22;0.24;0.24;0.22;0.23;Optimal
Shape_13656;100;114;358;38;158;8;7;2;0.22;0.24;0.21;0.25;0.23;0.23;Optimal
Shape_13670;50;42;335;24;202;0;0;0;0.27;0.23;0.27;0.25;0.24;0.25;Optimal
Shape_13674;17;151;321;17;44;1;13;-2;0.21;0.23;0.23;0.25;0.24;0.23;Optimal
Shape_13690;92;31;340;10;21;9;1;-1;0.19;0.19;0.21;0.19;0.18;0.2;Optimal
Shape_13693;114;12;310;57;314;7;13;1;0.23;0.25;0.25;0.26;0.25;0.24;Optimal
Shape_13696;20;91;335;4;177;9;16;2;0.22;0.23;0.22;0.21;0.23;0.22;Optimal
Shape_13702;17;39;206;61;294;3;12;-1;0.26;0.27;0.24;0.25;0.27;0.25;Optimal
Shape_13714;22;87;323;50;30;1;2;3;0.14;0.12;0.13;0.1;0.12;0.12;Optimal
Shape_13719;72;97;353;51;32;0;0;0;0.22;0.23;0.23;0.22;0.24;0.22;Optimal
Shape_13720;83;86;353;57;17;-3;1;0;0.17;0.21;0.19;0.21;0.18;0.19;Optimal
Shape_13722;41;72;259;55;64;4;12;1;0.21;0.24;0.23;0.2;0.22;0.22;Optimal
Shape_13727;11;41;236;54;185;-3;3;-2;0.21;0.19;0.2;0.18;0.2;0.19;Optimal
Shape_13730;89;21;234;52;231;4;10;3;0.22;0.21;0.24;0.23;0.22;0.23;Optimal
Shape_13740;18;68;293;57;227;-3;8;1;0.21;0.19;0.21;0.19;0.2;0.2;Optimal
Shape_13757;5;79;333;9;168;3;4;0;0.22;0.25;0.22;0.25;0.22;0.23;Optimal
Shape_13769;42;48;291;20;137;5;4;0;0.24;0.23;0.24;0.23;0.23;0.24;Optimal
Shape_13771;50;64;309;18;200;-4;7;2;0.23;0.22;0.22;0.25;0.22;0.23;Optimal
Shape_13773;34;154;299;61;163;5;12;2;0.22;0.25;0.21;0.25;0.23;0.23;Optimal
Shape_13778;25;27;278;32;82;-1;10;-1;0.21;0.18;0.19;0.18;0.18;0.19;Optimal
Shape_13779;51;126;343;39;80;5;13;-2;0.18;0.19;0.21;0.18;0.2;0.2;Optimal
Shape_13790;14;53;253;34;209;9;11;2;0.23;0.21;0.2;0.21;0.23;0.22;Optimal
Shape_13794;54;12;253;50;254;7;13;0;0.27;0.25;0.24;0.25;0.26;0.25;Optimal
Shape_13821;119;85;358;50;319;6;17;2;0.24;0.27;0.26;0.24;0.25;0.25;Optimal
Shape_13829;14;67;282;12;152;9;12;2;0.2;0.21;0.21;0.23;0.23;0.22;Optimal
Shape_13832;43;105;300;32;129;-3;13;-2;0.25;0.24;0.26;0.24;0.22;0.24;Optimal
Shape_13834;47;36;348;23;79;-2;1;3;0.14;0.13;0.12;0.13;0.14;0.13;Optimal
Shape_13835;14;122;316;50;219;-4;13;0;0.25;0.27;0.24;0.24;0.26;0.25;Optimal
Shape_13845;12;14;258;13;277;1;13;-1;0.26;0.24;0.23;0.23;0.27;0.25;Optimal
Shape_13851;90;5;240;37;336;-3;2;3;0.26;0.23;0.24;0.26;0.23;0.25;Optimal
Shape_13854;6;148;347;12;80;6;3;2;0.19;0.2;0.18;0.22;0.21;0.2;Optimal
Shape_13860;43;143;333;58;126;-2;10;2;0.19;0.2;0.19;0.2;0.19;0.2;Optimal
Shape_13861;5;43;219;36;103;5;3;-2;0.19;0.21;0.19;0.22;0.21;0.2;Optimal
Shape_13865;99;32;308;51;276;2;15;1;0.25;0.23;0.25;0.25;0.26;0.25;Optimal
Shape_13872;67;87;327;19;63;-3;1;-1;0.21;0.24;0.24;0.22;0.21;0.23;Optimal
Shape_13879;75;137;349;60;268;-1;1;2;0.22;0.23;0.24;0.21;0.25;0.23;Optimal
Shape_13880;19;145;298;46;102;-3;8;-1;0.22;0.23;0.24;0.23;0.24;0.24;Optimal
Shape_13882;80;85;308;38;92;7;2;1;0.23;0.23;0.22;0.22;0.23;0.23;Optimal
Shape_13883;67;33;258;49;46;1;4;-1;0.2;0.2;0.22;0.19;0.2;0.21;Optimal
Shape_13884;54;27;244;38;44;0;0;0;0.24;0.24;0.23;0.23;0.23;0.25;Optimal
Shape_13892;5;72;248;29;256;7;9;3;0.22;0.24;0.21;0.23;0.24;0.22;Optimal
Shape_13893;73;55;229;57;251;7;3;3;0.24;0.23;0.24;0.24;0.23;0.24;Optimal
Shape_13894;39;64;335;5;94;8;3;1;0.22;0.19;0.2;0.22;0.22;0.21;Optimal
Shape_13897;126;45;350;57;184;4;15;0;0.26;0.24;0.26;0.24;0.23;0.24;Optimal
Shape_13898;56;134;353;61;23;3;13;-2;0.16;0.19;0.18;0.17;0.17;0.17;Optimal
Shape_13900;48;82;281;63;321;-4;15;-2;0.24;0.24;0.26;0.23;0.25;0.24;Optimal
Shape_13902;63;64;350;57;261;0;0;0;0.24;0.23;0.24;0.22;0.25;0.23;Optimal
Shape_13911;74;83;330;27;53;2;18;0;0.27;0.27;0.24;0.24;0.25;0.25;Optimal
Shape_13927;52;44;352;33;149;2;15;2;0.18;0.16;0.16;0.15;0.17;0.17;Optimal
Shape_13928;105;14;279;53;71;6;3;-2;0.16;0.19;0.17;0.19;0.19;0.18;Optimal
Shape_13935;43;22;325;49;323;0;0;0;0.24;0.22;0.23;0.22;0.24;0.23;Optimal
Shape_13944;47;65;343;34;113;0;0;0;0.23;0.22;0.23;0.22;0.22;0.22;Optimal
Shape_13954;30;16;333;39;40;-2;1;0;0.16;0.16;0.14;0.16;0.13;0.15;Optimal
Shape_13959;39;10;295;37;169;-3;3;0;0.23;0.2;0.19;0.22;0.21;0.21;Optimal
Shape_13960;54;138;307;61;139;3;8;-2;0.21;0.21;0.22;0.2;0.23;0.22;Optimal
Shape_13961;72;102;358;30;41;8;13;0;0.24;0.25;0.23;0.21;0.23;0.23;Optimal
Shape_13963;48;59;297;50;213;0;0;0;0.26;0.27;0.24;0.26;0.24;0.25;Optimal
Shape_13969;137;83;338;22;27;1;8;3;0.24;0.24;0.21;0.25;0.23;0.23;Optimal
Shape_13971;47;66;358;60;313;2;17;-2;0.2;0.17;0.18;0.2;0.18;0.18;Optimal
Shape_13974;52;77;347;36;160;1;14;-2;0.21;0.17;0.19;0.2;0.21;0.19;Optimal
Shape_13975;9;20;212;29;25;3;3;0;0.21;0.23;0.22;0.23;0.23;0.22;Optimal
Shape_13983;66;48;301;13;187;9;8;2;0.26;0.23;0.25;0.24;0.25;0.24;Optimal
Shape_13994;147;131;339;58;56;-2;1;-2;0.23;0.25;0.27;0.25;0.24;0.25;Optimal
Shape_13998;149;14;297;59;165;4;9;-2;0.23;0.23;0.24;0.22;0.23;0.22;Optimal
Shape_14000;20;132;258;46;180;-2;5;-2;0.23;0.26;0.26;0.24;0.25;0.25;Optimal
Shape_14001;33;18;343;48;76;3;3;0;0.13;0.13;0.14;0.16;0.15;0.14;Optimal
Shape_14004;110;64;352;63;132;-1;19;0;0.21;0.23;0.22;0.22;0.24;0.23;Optimal
Shape_14008;38;168;339;52;46;5;17;-1;0.23;0.21;0.25;0.23;0.24;0.23;Optimal
Shape_14011;40;41;207;52;211;-4;2;3;0.24;0.22;0.23;0.21;0.22;0.22;Optimal
Shape_14023;119;98;337;55;103;1;8;-1;0.25;0.22;0.25;0.23;0.24;0.24;Optimal
Shape_14032;119;20;343;33;71;4;11;2;0.18;0.21;0.2;0.19;0.19;0.19;Optimal
Shape_14033;24;73;271;36;194;6;4;-1;0.23;0.23;0.24;0.22;0.22;0.23;Optimal
Shape_14042;17;14;304;46;182;-3;10;1;0.16;0.18;0.16;0.19;0.17;0.17;Optimal
Shape_14061;49;4;359;51;132;8;19;1;0.13;0.14;0.13;0.13;0.15;0.14;Optimal
Shape_14063;119;33;320;43;48;6;11;-1;0.22;0.21;0.19;0.21;0.19;0.21;Optimal
Shape_14065;53;35;303;33;45;1;5;-2;0.16;0.16;0.18;0.16;0.18;0.17;Optimal
Shape_14071;98;21;322;30;211;-4;2;2;0.22;0.23;0.22;0.19;0.22;0.21;Optimal
Shape_14077;35;62;335;47;259;6;1;-2;0.18;0.15;0.16;0.18;0.17;0.17;Optimal
Shape_14079;65;71;315;44;164;-2;9;3;0.18;0.18;0.18;0.18;0.19;0.19;Optimal
Shape_14085;54;45;144;51;32;5;3;3;0.24;0.24;0.23;0.23;0.23;0.24;Optimal
Shape_14087;73;114;356;38;150;3;6;2;0.2;0.22;0.21;0.21;0.21;0.21;Optimal
Shape_14088;44;72;300;36;89;0;0;0;0.24;0.26;0.25;0.23;0.23;0.25;Optimal
Shape_14092;83;46;326;53;127;6;8;2;0.19;0.18;0.17;0.18;0.15;0.17;Optimal
Shape_14095;149;53;326;34;27;-2;17;3;0.21;0.2;0.21;0.22;0.21;0.22;Optimal
Shape_14099;23;8;338;38;20;8;6;0;0.13;0.13;0.12;0.13;0.12;0.13;Optimal
Shape_14100;74;62;281;60;264;-4;16;2;0.25;0.23;0.23;0.22;0.22;0.24;Optimal
Shape_14103;88;44;268;47;278;4;5;2;0.26;0.26;0.23;0.27;0.25;0.25;Optimal
Shape_14113;64;51;277;31;243;-3;9;-2;0.24;0.25;0.23;0.25;0.24;0.25;Optimal
Shape_14123;23;10;319;8;184;6;1;2;0.17;0.16;0.16;0.15;0.19;0.17;Optimal
Shape_14124;83;102;322;28;208;2;1;3;0.23;0.22;0.24;0.26;0.25;0.24;Optimal
Shape_14127;56;52;305;56;242;6;13;1;0.21;0.23;0.23;0.24;0.23;0.22;Optimal
Shape_14130;107;18;293;53;338;-1;4;2;0.23;0.26;0.22;0.23;0.22;0.24;Optimal
Shape_14132;7;128;246;61;25;-2;19;0;0.25;0.26;0.24;0.26;0.27;0.25;Optimal
Shape_14154;30;87;289;49;49;8;10;1;0.19;0.19;0.19;0.19;0.22;0.2;Optimal
Shape_14167;18;100;263;60;105;0;0;0;0.27;0.26;0.23;0.26;0.24;0.25;Optimal
Shape_14184;143;21;281;32;85;-1;15;3;0.22;0.26;0.23;0.24;0.26;0.24;Optimal
Shape_14186;106;8;333;14;105;-4;15;0;0.25;0.25;0.26;0.26;0.27;0.25;Optimal
Shape_14195;144;25;352;53;200;7;9;1;0.21;0.22;0.23;0.21;0.24;0.22;Optimal
Shape_14198;38;155;326;48;25;-1;18;1;0.22;0.24;0.22;0.25;0.24;0.23;Optimal
Shape_14209;52;6;319;57;69;2;8;2;0.13;0.12;0.14;0.12;0.11;0.12;Optimal
Shape_14211;51;46;295;3;163;1;9;2;0.26;0.26;0.25;0.23;0.26;0.24;Optimal
Shape_14219;4;91;313;24;130;4;6;-1;0.19;0.22;0.21;0.2;0.21;0.21;Optimal
Shape_14234;12;45;301;53;228;9;18;-2;0.18;0.18;0.16;0.18;0.16;0.17;Optimal
Shape_14237;147;75;317;55;72;-1;9;-2;0.23;0.26;0.24;0.25;0.25;0.24;Optimal
Shape_14238;40;137;327;57;109;9;11;0;0.22;0.21;0.22;0.23;0.22;0.23;Optimal
Shape_14240;10;72;241;17;69;9;19;2;0.25;0.22;0.25;0.24;0.25;0.24;Optimal
Shape_14262;22;93;218;52;124;1;17;-2;0.26;0.27;0.26;0.25;0.27;0.25;Optimal
Shape_14279;64;12;204;57;64;-4;11;-2;0.22;0.22;0.21;0.2;0.2;0.21;Optimal
Shape_14284;17;7;312;62;223;1;4;1;0.14;0.14;0.14;0.13;0.15;0.14;Optimal
Shape_14285;37;167;333;56;315;-4;2;3;0.24;0.24;0.21;0.21;0.22;0.23;Optimal
Shape_14294;117;3;301;57;31;-4;8;-1;0.21;0.18;0.21;0.18;0.18;0.19;Optimal
Shape_14295;10;19;343;5;326;8;15;-1;0.2;0.2;0.23;0.23;0.23;0.21;Optimal
Shape_14301;12;136;342;41;180;3;10;2;0.21;0.22;0.2;0.19;0.21;0.2;Optimal
Shape_14302;13;12;359;30;264;1;13;0;0.19;0.17;0.18;0.21;0.2;0.19;Optimal
Shape_14309;81;53;355;52;337;0;0;0;0.25;0.23;0.25;0.25;0.23;0.25;Optimal
Shape_14313;20;34;251;12;23;-2;3;2;0.19;0.21;0.22;0.22;0.21;0.2;Optimal
Shape_14328;42;39;216;34;113;-2;15;2;0.24;0.26;0.25;0.23;0.24;0.25;Optimal
Shape_14333;9;42;276;56;118;2;17;0;0.2;0.18;0.22;0.2;0.21;0.2;Optimal
Shape_14335;66;12;324;31;187;3;16;0;0.21;0.23;0.25;0.24;0.23;0.23;Optimal
Shape_14337;98;12;280;42;41;0;0;0;0.24;0.26;0.26;0.26;0.26;0.25;Optimal
Shape_14345;30;36;263;55;288;-3;9;0;0.25;0.24;0.24;0.27;0.26;0.25;Optimal
Shape_14350;106;14;351;62;74;4;16;2;0.14;0.15;0.16;0.14;0.13;0.14;Optimal
Shape_14357;76;39;297;55;185;5;19;1;0.2;0.23;0.22;0.21;0.22;0.22;Optimal
Shape_14361;39;30;198;52;127;8;19;1;0.26;0.24;0.24;0.25;0.25;0.25;Optimal
Shape_14362;81;155;328;51;28;9;5;-2;0.22;0.22;0.23;0.23;0.24;0.22;Optimal
Shape_14366;14;26;163;55;38;-4;5;-2;0.2;0.22;0.2;0.2;0.22;0.21;Optimal
Shape_14376;15;32;294;9;58;-1;3;-2;0.17;0.19;0.15;0.16;0.15;0.17;Optimal
Shape_14378;87;73;312;23;118;6;5;-1;0.24;0.27;0.24;0.26;0.26;0.25;Optimal
Shape_14380;15;39;200;35;71;5;7;2;0.22;0.21;0.23;0.2;0.23;0.22;Optimal
Shape_14382;45;76;282;24;169;8;16;3;0.22;0.23;0.22;0.23;0.24;0.23;Optimal
Shape_14383;34;76;262;20;44;5;3;-1;0.22;0.24;0.23;0.25;0.24;0.24;Optimal
Shape_14388;39;67;341;39;102;1;2;0;0.19;0.19;0.18;0.19;0.19;0.19;Optimal
Shape_14392;27;134;340;62;307;-3;14;1;0.24;0.25;0.24;0.24;0.23;0.24;Optimal
Shape_14393;55;46;244;61;218;9;2;3;0.18;0.2;0.18;0.18;0.18;0.19;Optimal
Shape_14394;15;23;335;36;149;-3;1;3;0.1;0.1;0.12;0.1;0.13;0.11;Optimal
Shape_14397;34;12;219;58;332;7;16;3;0.2;0.2;0.22;0.22;0.21;0.21;Optimal
Shape_14409;5;19;265;43;254;9;6;0;0.23;0.23;0.24;0.22;0.22;0.22;Optimal
Shape_14410;18;62;304;42;74;-4;4;-2;0.17;0.14;0.18;0.15;0.17;0.16;Optimal
Shape_14413;56;47;191;53;103;7;18;3;0.24;0.23;0.24;0.22;0.26;0.24;Optimal
Shape_14415;110;23;322;42;70;0;0;0;0.25;0.25;0.24;0.23;0.22;0.24;Optimal
Shape_14417;26;20;307;26;59;4;3;0;0.17;0.2;0.16;0.18;0.19;0.18;Optimal
Shape_14418;37;153;291;36;108;5;16;3;0.26;0.24;0.22;0.24;0.25;0.24;Optimal
Shape_14420;62;47;316;5;84;8;10;3;0.19;0.18;0.19;0.17;0.21;0.19;Optimal
Shape_14427;123;90;333;59;135;-3;7;-2;0.21;0.21;0.22;0.21;0.23;0.22;Optimal
Shape_14434;7;70;304;58;20;9;12;-1;0.14;0.16;0.14;0.16;0.16;0.15;Optimal
Shape_14435;48;127;302;61;99;7;10;-1;0.23;0.24;0.21;0.22;0.2;0.22;Optimal
Shape_14437;52;97;349;34;36;1;10;2;0.19;0.2;0.16;0.16;0.17;0.18;Optimal
Shape_14443;106;55;302;61;118;-3;15;2;0.21;0.19;0.2;0.23;0.2;0.21;Optimal
Shape_14447;47;83;297;55;108;5;19;-1;0.22;0.23;0.23;0.23;0.21;0.22;Optimal
Shape_14453;75;38;334;12;26;8;6;0;0.2;0.2;0.22;0.23;0.22;0.22;Optimal
Shape_14456;84;154;356;48;122;6;1;-2;0.2;0.21;0.22;0.21;0.22;0.22;Optimal
Shape_14468;11;17;328;30;138;6;14;0;0.16;0.17;0.18;0.19;0.2;0.18;Optimal
Shape_14470;118;6;315;62;298;8;5;2;0.18;0.2;0.21;0.21;0.19;0.2;Optimal
Shape_14471;11;63;272;6;20;5;10;3;0.21;0.18;0.2;0.2;0.21;0.19;Optimal
Shape_14499;68;55;323;21;258;-1;1;3;0.2;0.22;0.19;0.21;0.2;0.21;Optimal
Shape_14501;67;55;257;52;287;-1;17;3;0.23;0.23;0.23;0.23;0.24;0.24;Optimal
Shape_14510;45;26;316;41;121;2;16;3;0.16;0.16;0.14;0.15;0.15;0.14;Optimal
Shape_14511;126;17;322;10;125;5;9;-2;0.25;0.24;0.22;0.26;0.22;0.24;Optimal
Shape_14517;67;5;306;62;210;0;0;0;0.22;0.2;0.19;0.23;0.22;0.21;Optimal
