Shape_ID;Top_Rad;Bottom_Rad;Angle;Edges;Height;Bevel_Offset;Bevel_Height;Bevel_Weight;T1;T2;T3;T4;T5;Average_Cd;Outcome
Shape_1342;110;35;353;29;234;5;5;0;0.26;0.25;0.25;0.24;0.27;0.25;Optimal
Shape_1345;15;121;311;61;131;-1;12;0;0.24;0.2;0.24;0.24;0.21;0.22;Optimal
Shape_1347;31;56;332;27;344;2;12;3;0.22;0.19;0.2;0.21;0.2;0.2;Optimal
Shape_1353;25;3;324;6;273;9;17;-1;0.21;0.23;0.21;0.23;0.2;0.22;Optimal
Shape_1354;155;30;357;28;30;-2;4;0;0.25;0.23;0.25;0.25;0.25;0.24;Optimal
Shape_1359;79;28;333;30;103;0;0;0;0.21;0.24;0.25;0.21;0.23;0.23;Optimal
Shape_1361;53;19;348;38;157;-2;18;1;0.17;0.17;0.19;0.19;0.19;0.18;Optimal
Shape_1368;139;8;355;32;85;3;1;0;0.23;0.21;0.2;0.2;0.2;0.22;Optimal
Shape_1372;22;108;260;27;212;8;10;3;0.26;0.24;0.27;0.25;0.24;0.25;Optimal
Shape_1375;60;33;248;41;68;-4;14;-1;0.24;0.22;0.25;0.22;0.24;0.24;Optimal
Shape_1383;7;85;331;46;50;9;11;0;0.17;0.15;0.19;0.18;0.15;0.17;Optimal
Shape_1385;25;103;345;33;344;5;6;-2;0.22;0.23;0.22;0.2;0.2;0.22;Optimal
Shape_1398;89;82;356;52;228;6;13;2;0.21;0.2;0.22;0.2;0.2;0.21;Optimal
Shape_1402;95;25;351;51;221;6;8;3;0.16;0.16;0.15;0.13;0.16;0.15;Optimal
Shape_1406;21;95;278;18;190;4;17;3;0.25;0.23;0.25;0.26;0.26;0.24;Optimal
Shape_1408;25;108;309;60;174;9;1;-1;0.21;0.21;0.21;0.2;0.18;0.2;Optimal
Shape_1409;159;26;351;59;62;-3;13;2;0.18;0.19;0.18;0.17;0.19;0.19;Optimal
Shape_1413;5;22;236;37;43;2;7;2;0.18;0.18;0.17;0.19;0.18;0.17;Optimal
Shape_1415;16;32;268;19;224;5;15;1;0.25;0.24;0.23;0.24;0.23;0.24;Optimal
Shape_1419;59;70;334;25;263;-2;6;3;0.21;0.22;0.2;0.22;0.22;0.21;Optimal
Shape_1426;111;26;330;63;348;-1;9;2;0.21;0.2;0.21;0.21;0.2;0.21;Optimal
Shape_1428;21;24;221;41;161;-1;4;0;0.23;0.27;0.25;0.25;0.24;0.25;Optimal
Shape_1429;19;96;348;62;118;-3;3;2;0.13;0.14;0.13;0.11;0.13;0.13;Optimal
Shape_1436;4;21;193;54;129;0;0;0;0.27;0.27;0.24;0.26;0.25;0.25;Optimal
Shape_1444;15;123;273;52;77;7;15;3;0.19;0.18;0.18;0.18;0.21;0.19;Optimal
Shape_1445;125;19;269;41;121;5;3;-2;0.24;0.24;0.25;0.24;0.23;0.24;Optimal
Shape_1447;53;12;355;60;65;-3;6;1;0.13;0.12;0.12;0.13;0.12;0.12;Optimal
Shape_1452;63;10;357;16;327;-4;1;-1;0.23;0.22;0.23;0.21;0.24;0.22;Optimal
Shape_1453;73;39;339;30;23;5;5;2;0.14;0.15;0.17;0.14;0.18;0.16;Optimal
Shape_1454;8;103;300;9;90;1;12;2;0.22;0.21;0.21;0.2;0.22;0.22;Optimal
Shape_1456;20;143;330;45;102;0;0;0;0.26;0.26;0.23;0.26;0.27;0.25;Optimal
Shape_1460;100;160;335;63;90;3;19;3;0.25;0.23;0.22;0.21;0.22;0.23;Optimal
Shape_1475;95;65;321;52;33;3;7;3;0.17;0.15;0.17;0.15;0.16;0.16;Optimal
Shape_1476;137;26;358;43;30;1;10;0;0.21;0.21;0.22;0.22;0.2;0.21;Optimal
Shape_1482;80;15;297;40;228;7;19;2;0.23;0.21;0.2;0.22;0.22;0.22;Optimal
Shape_1483;9;22;357;63;263;9;17;3;0.1;0.09;0.09;0.09;0.09;0.1;Optimal
Shape_1530;70;11;272;37;27;5;6;0;0.22;0.2;0.2;0.23;0.21;0.21;Optimal
Shape_1536;47;32;208;60;84;-3;5;0;0.22;0.26;0.25;0.25;0.24;0.24;Optimal
Shape_1542;32;12;274;53;69;0;0;0;0.2;0.18;0.19;0.22;0.21;0.2;Optimal
Shape_1548;95;5;318;39;159;8;16;0;0.21;0.22;0.21;0.23;0.23;0.23;Optimal
Shape_1550;70;50;287;28;309;-1;2;3;0.24;0.25;0.26;0.24;0.22;0.24;Optimal
Shape_1551;76;36;280;24;141;-4;1;3;0.22;0.21;0.19;0.2;0.2;0.21;Optimal
Shape_1561;48;4;300;33;276;6;5;0;0.23;0.24;0.22;0.24;0.25;0.23;Optimal
Shape_1562;17;40;254;52;149;-1;13;3;0.16;0.18;0.17;0.19;0.17;0.17;Optimal
Shape_1568;109;115;344;39;132;3;19;3;0.25;0.23;0.24;0.24;0.23;0.24;Optimal
Shape_1569;4;25;254;5;167;-3;13;-2;0.21;0.23;0.23;0.21;0.23;0.23;Optimal
Shape_1570;7;33;302;33;303;4;12;0;0.22;0.24;0.21;0.21;0.21;0.23;Optimal
Shape_1579;104;60;327;10;36;9;12;-2;0.23;0.21;0.25;0.23;0.22;0.23;Optimal
Shape_1589;61;16;258;3;62;1;7;3;0.22;0.21;0.23;0.22;0.22;0.21;Optimal
Shape_1596;130;5;338;30;212;-1;8;-2;0.21;0.22;0.21;0.23;0.24;0.22;Optimal
Shape_1605;75;94;306;57;173;8;8;3;0.21;0.2;0.21;0.21;0.21;0.2;Optimal
Shape_1606;74;51;309;55;279;1;6;0;0.25;0.23;0.25;0.23;0.23;0.25;Optimal
Shape_1613;36;39;285;34;314;5;8;1;0.24;0.24;0.26;0.22;0.25;0.24;Optimal
Shape_1615;20;51;323;6;133;-1;10;0;0.21;0.22;0.23;0.21;0.23;0.23;Optimal
Shape_1617;4;26;255;40;69;1;2;0;0.21;0.2;0.21;0.19;0.18;0.19;Optimal
Shape_1619;4;70;337;27;118;6;10;-2;0.18;0.14;0.17;0.17;0.17;0.16;Optimal
Shape_1621;6;146;321;44;21;0;0;0;0.21;0.21;0.23;0.24;0.23;0.23;Optimal
Shape_1637;25;54;197;58;60;6;18;-2;0.23;0.24;0.23;0.21;0.24;0.22;Optimal
Shape_1641;10;91;323;56;317;6;17;-1;0.2;0.23;0.23;0.23;0.24;0.22;Optimal
Shape_1646;18;46;302;60;26;1;4;1;0.14;0.14;0.12;0.14;0.11;0.13;Optimal
Shape_1650;60;111;310;54;266;5;7;3;0.22;0.23;0.22;0.23;0.23;0.22;Optimal
Shape_1651;22;39;349;25;28;3;4;0;0.18;0.15;0.15;0.16;0.18;0.16;Optimal
Shape_1658;154;33;319;57;32;8;4;1;0.2;0.19;0.21;0.21;0.21;0.21;Optimal
Shape_1659;23;70;254;47;176;8;14;3;0.2;0.22;0.2;0.21;0.19;0.2;Optimal
Shape_1666;15;107;288;33;259;1;17;-2;0.25;0.24;0.24;0.23;0.23;0.25;Optimal
Shape_1668;122;64;307;20;112;-1;3;3;0.25;0.27;0.26;0.26;0.26;0.25;Optimal
Shape_1671;17;127;354;17;172;5;17;2;0.22;0.23;0.22;0.21;0.23;0.22;Optimal
Shape_1672;7;136;228;56;248;2;7;3;0.23;0.25;0.25;0.26;0.24;0.25;Optimal
Shape_1683;7;86;277;12;131;3;13;-1;0.26;0.25;0.26;0.25;0.27;0.25;Optimal
Shape_1694;8;111;276;17;79;-4;8;-2;0.21;0.25;0.23;0.24;0.23;0.23;Optimal
Shape_1699;79;74;350;34;244;-1;2;0;0.24;0.25;0.26;0.24;0.26;0.25;Optimal
Shape_1700;84;107;341;37;98;5;10;1;0.26;0.23;0.24;0.24;0.25;0.24;Optimal
Shape_1709;61;16;226;61;155;7;14;1;0.24;0.23;0.23;0.23;0.25;0.23;Optimal
Shape_1721;26;74;330;14;166;2;4;-2;0.2;0.21;0.18;0.18;0.19;0.2;Optimal
Shape_1729;26;77;233;53;114;7;9;0;0.24;0.24;0.27;0.24;0.25;0.25;Optimal
Shape_1732;49;72;309;60;319;2;6;-2;0.21;0.23;0.21;0.23;0.22;0.21;Optimal
Shape_1734;152;19;339;44;109;2;1;0;0.23;0.26;0.25;0.24;0.23;0.24;Optimal
Shape_1739;109;38;337;51;44;-2;9;1;0.2;0.18;0.2;0.19;0.21;0.19;Optimal
Shape_1741;5;30;346;51;183;-2;1;3;0.08;0.08;0.09;0.09;0.1;0.09;Optimal
Shape_1743;22;116;234;40;22;6;6;3;0.21;0.22;0.2;0.23;0.19;0.21;Optimal
Shape_1752;18;69;214;36;273;-1;6;3;0.25;0.26;0.23;0.26;0.23;0.25;Optimal
Shape_1770;144;10;344;49;100;6;11;1;0.19;0.2;0.19;0.2;0.2;0.2;Optimal
Shape_1772;50;39;322;18;164;-4;13;3;0.17;0.19;0.19;0.2;0.19;0.19;Optimal
Shape_1774;91;105;325;11;17;-2;10;3;0.22;0.25;0.26;0.26;0.25;0.24;Optimal
Shape_1775;33;99;252;59;31;7;13;1;0.21;0.23;0.23;0.21;0.21;0.22;Optimal
Shape_1776;23;4;289;43;303;0;0;0;0.23;0.22;0.23;0.23;0.21;0.23;Optimal
Shape_1777;47;16;294;57;133;-1;17;0;0.21;0.2;0.21;0.21;0.21;0.2;Optimal
Shape_1782;10;95;261;46;135;8;8;-1;0.23;0.22;0.23;0.23;0.21;0.23;Optimal
Shape_1787;26;37;209;63;17;-4;3;-2;0.19;0.16;0.17;0.18;0.18;0.17;Optimal
Shape_1796;82;8;352;26;77;1;4;2;0.14;0.16;0.17;0.15;0.16;0.15;Optimal
Shape_1802;50;33;287;54;330;2;15;3;0.19;0.22;0.19;0.2;0.21;0.2;Optimal
Shape_1811;133;41;354;51;53;-4;1;2;0.18;0.18;0.16;0.18;0.17;0.17;Optimal
Shape_1818;120;18;311;43;247;7;3;3;0.18;0.2;0.2;0.21;0.21;0.2;Optimal
Shape_1825;19;36;320;61;262;-3;18;1;0.18;0.18;0.17;0.19;0.17;0.18;Optimal
Shape_1834;6;60;244;18;227;2;13;3;0.23;0.23;0.22;0.24;0.22;0.23;Optimal
Shape_1843;133;9;270;48;40;6;11;1;0.25;0.24;0.26;0.24;0.25;0.24;Optimal
Shape_1853;99;31;277;60;257;4;10;3;0.22;0.19;0.2;0.21;0.2;0.21;Optimal
Shape_1855;5;38;323;40;197;-3;17;0;0.19;0.21;0.19;0.19;0.18;0.2;Optimal
Shape_1857;51;42;261;52;244;9;5;-1;0.24;0.24;0.24;0.25;0.22;0.23;Optimal
Shape_1866;43;24;295;60;157;-1;4;2;0.15;0.15;0.14;0.15;0.17;0.15;Optimal
Shape_1870;17;43;337;60;165;0;0;0;0.19;0.2;0.19;0.19;0.16;0.18;Optimal
Shape_1871;46;101;335;52;116;8;10;2;0.18;0.16;0.16;0.19;0.19;0.18;Optimal
Shape_1878;55;70;359;54;140;8;17;0;0.19;0.19;0.2;0.19;0.18;0.19;Optimal
Shape_1879;26;26;169;39;171;1;1;3;0.21;0.23;0.23;0.23;0.23;0.23;Optimal
Shape_1881;55;108;350;9;58;9;18;3;0.18;0.18;0.18;0.19;0.19;0.2;Optimal
Shape_1882;92;11;283;33;297;5;8;2;0.26;0.25;0.24;0.22;0.23;0.24;Optimal
Shape_1885;81;61;343;35;164;2;11;-2;0.19;0.2;0.19;0.19;0.18;0.2;Optimal
Shape_1890;40;30;253;49;144;0;0;0;0.25;0.23;0.27;0.24;0.26;0.25;Optimal
Shape_1898;110;91;319;44;25;1;16;-1;0.25;0.25;0.26;0.26;0.24;0.25;Optimal
Shape_1904;52;19;277;42;49;6;12;0;0.22;0.23;0.2;0.21;0.23;0.21;Optimal
Shape_1906;4;14;318;26;276;-2;5;-1;0.19;0.2;0.18;0.2;0.18;0.19;Optimal
Shape_1908;14;52;311;55;232;-2;17;0;0.23;0.21;0.2;0.2;0.23;0.21;Optimal
Shape_1912;41;162;356;36;51;6;1;2;0.21;0.2;0.21;0.18;0.21;0.2;Optimal
Shape_1921;52;149;304;58;122;9;2;-1;0.26;0.23;0.24;0.25;0.23;0.24;Optimal
Shape_1924;36;30;336;38;199;0;0;0;0.2;0.2;0.2;0.22;0.2;0.21;Optimal
Shape_1937;37;8;182;28;32;-4;17;2;0.22;0.24;0.25;0.25;0.23;0.24;Optimal
Shape_1942;16;141;355;58;55;-1;5;-2;0.14;0.16;0.16;0.15;0.16;0.15;Optimal
Shape_1944;30;58;267;35;123;-4;7;1;0.23;0.24;0.24;0.23;0.25;0.23;Optimal
Shape_1949;13;172;339;57;148;-2;9;0;0.24;0.26;0.23;0.24;0.25;0.24;Optimal
Shape_1964;5;83;207;35;164;-4;4;-2;0.24;0.27;0.25;0.26;0.25;0.25;Optimal
Shape_1968;15;141;232;58;80;8;10;3;0.23;0.21;0.22;0.22;0.23;0.22;Optimal
Shape_1970;40;17;299;12;164;-3;19;2;0.2;0.23;0.21;0.23;0.22;0.21;Optimal
Shape_1972;63;86;336;43;73;-2;1;-1;0.2;0.21;0.19;0.2;0.17;0.19;Optimal
Shape_1973;47;17;318;40;93;-4;10;0;0.18;0.19;0.19;0.17;0.19;0.19;Optimal
Shape_1988;15;10;143;51;82;7;2;-1;0.24;0.23;0.22;0.23;0.21;0.23;Optimal
Shape_1994;127;159;335;59;76;8;16;3;0.27;0.24;0.25;0.25;0.23;0.25;Optimal
Shape_2000;88;37;264;43;81;8;2;0;0.27;0.26;0.26;0.26;0.25;0.25;Optimal
Shape_2009;52;64;210;54;22;8;18;-1;0.27;0.24;0.24;0.25;0.26;0.25;Optimal
Shape_2012;13;61;295;21;166;2;14;-1;0.24;0.22;0.23;0.22;0.21;0.23;Optimal
Shape_2018;150;98;331;51;16;4;10;3;0.22;0.23;0.21;0.21;0.22;0.22;Optimal
Shape_2020;32;73;294;52;272;7;17;2;0.2;0.21;0.23;0.22;0.23;0.21;Optimal
Shape_2025;107;64;315;44;185;4;11;3;0.23;0.21;0.23;0.24;0.22;0.22;Optimal
Shape_2046;28;5;273;25;38;4;19;0;0.2;0.2;0.19;0.21;0.23;0.21;Optimal
Shape_2055;8;37;237;29;317;7;11;2;0.22;0.23;0.24;0.26;0.23;0.24;Optimal
Shape_2063;16;149;338;51;191;-2;3;1;0.22;0.23;0.24;0.22;0.22;0.22;Optimal
Shape_2064;40;81;233;42;126;9;1;2;0.25;0.23;0.23;0.25;0.25;0.24;Optimal
Shape_2069;27;8;307;11;337;-3;13;1;0.22;0.23;0.23;0.25;0.26;0.24;Optimal
Shape_2078;12;154;290;40;84;3;4;2;0.23;0.23;0.23;0.23;0.22;0.22;Optimal
Shape_2082;10;18;286;8;123;0;0;0;0.22;0.25;0.23;0.24;0.23;0.24;Optimal
Shape_2096;22;11;255;19;329;9;16;3;0.2;0.21;0.2;0.23;0.2;0.22;Optimal
Shape_2103;108;15;345;34;63;-1;17;0;0.21;0.23;0.2;0.21;0.22;0.22;Optimal
Shape_2109;20;134;324;6;180;2;6;2;0.27;0.25;0.26;0.24;0.25;0.25;Optimal
Shape_2112;88;14;296;47;163;8;19;-2;0.2;0.19;0.21;0.19;0.19;0.2;Optimal
Shape_2115;52;15;225;40;80;8;9;0;0.27;0.24;0.23;0.25;0.25;0.25;Optimal
Shape_2116;106;72;357;14;26;7;6;1;0.24;0.22;0.23;0.24;0.24;0.23;Optimal
Shape_2126;34;137;273;63;59;3;16;-2;0.22;0.2;0.21;0.24;0.21;0.22;Optimal
Shape_2130;26;84;320;20;219;5;7;-1;0.26;0.24;0.25;0.22;0.26;0.24;Optimal
Shape_2131;30;116;334;14;123;4;6;3;0.19;0.22;0.19;0.19;0.19;0.2;Optimal
Shape_2132;3;113;336;43;258;5;6;0;0.21;0.23;0.22;0.22;0.21;0.23;Optimal
Shape_2148;45;90;229;47;158;-1;1;2;0.25;0.25;0.23;0.24;0.26;0.25;Optimal
Shape_2153;70;54;311;49;306;3;1;-2;0.21;0.2;0.23;0.2;0.23;0.21;Optimal
Shape_2154;55;51;235;38;118;9;7;-2;0.23;0.23;0.23;0.24;0.22;0.23;Optimal
Shape_2162;37;17;255;17;54;1;7;3;0.18;0.18;0.18;0.18;0.16;0.18;Optimal
Shape_2170;38;15;319;20;220;1;11;1;0.22;0.23;0.22;0.2;0.2;0.21;Optimal
Shape_2172;7;30;154;55;96;5;4;-2;0.22;0.23;0.22;0.2;0.2;0.22;Optimal
Shape_2176;3;29;355;20;211;2;18;1;0.18;0.18;0.18;0.18;0.17;0.18;Optimal
Shape_2184;135;84;273;55;20;-2;16;3;0.27;0.27;0.24;0.27;0.23;0.25;Optimal
Shape_2187;34;160;329;40;49;3;9;-1;0.23;0.23;0.22;0.22;0.21;0.23;Optimal
Shape_2201;30;118;339;60;94;2;15;1;0.18;0.19;0.17;0.2;0.2;0.19;Optimal
Shape_2204;90;35;297;51;32;0;0;0;0.21;0.22;0.25;0.25;0.22;0.23;Optimal
Shape_2212;80;35;322;27;130;-4;5;-2;0.21;0.18;0.21;0.21;0.19;0.2;Optimal
Shape_2213;10;85;342;56;69;0;0;0;0.2;0.18;0.2;0.18;0.19;0.18;Optimal
Shape_2216;33;11;273;49;47;7;11;0;0.17;0.17;0.18;0.2;0.19;0.18;Optimal
Shape_2217;10;91;290;41;79;8;16;0;0.21;0.22;0.23;0.2;0.22;0.22;Optimal
Shape_2228;46;10;278;7;97;7;6;3;0.16;0.18;0.19;0.17;0.17;0.18;Optimal
Shape_2231;28;7;314;14;320;-3;16;0;0.23;0.24;0.25;0.24;0.26;0.25;Optimal
Shape_2232;4;129;238;60;106;1;3;-2;0.22;0.2;0.24;0.22;0.22;0.22;Optimal
Shape_2233;23;55;359;16;82;-3;19;1;0.2;0.2;0.16;0.17;0.18;0.18;Optimal
Shape_2243;46;45;335;44;270;2;13;0;0.24;0.21;0.25;0.23;0.24;0.23;Optimal
Shape_2248;15;100;249;54;140;-2;13;1;0.25;0.23;0.25;0.23;0.25;0.24;Optimal
Shape_2250;103;73;353;9;256;9;12;3;0.24;0.24;0.25;0.24;0.25;0.25;Optimal
Shape_2251;21;35;306;30;338;3;15;0;0.25;0.25;0.25;0.23;0.24;0.25;Optimal
Shape_2252;131;40;289;38;140;6;5;3;0.23;0.22;0.23;0.23;0.22;0.23;Optimal
Shape_2255;78;148;347;41;55;3;18;3;0.21;0.22;0.24;0.2;0.23;0.22;Optimal
Shape_2259;111;25;299;22;280;-2;2;3;0.25;0.24;0.25;0.23;0.24;0.25;Optimal
Shape_2260;114;27;309;38;129;2;6;0;0.23;0.25;0.24;0.26;0.26;0.25;Optimal
Shape_2263;93;54;333;57;58;1;17;0;0.21;0.2;0.22;0.22;0.2;0.21;Optimal
Shape_2266;53;53;259;63;245;-1;7;-2;0.21;0.23;0.22;0.22;0.2;0.22;Optimal
Shape_2275;9;3;257;60;144;4;5;-1;0.16;0.15;0.17;0.15;0.17;0.16;Optimal
Shape_2284;66;71;294;51;17;2;1;-1;0.19;0.2;0.18;0.2;0.18;0.19;Optimal
Shape_2290;104;17;280;53;33;8;13;-1;0.21;0.21;0.2;0.22;0.2;0.21;Optimal
Shape_2293;54;86;351;16;181;-4;9;-2;0.22;0.21;0.22;0.2;0.23;0.22;Optimal
Shape_2296;89;11;350;55;265;-1;3;1;0.17;0.2;0.18;0.16;0.19;0.18;Optimal
Shape_2300;12;135;325;26;167;3;10;3;0.18;0.21;0.2;0.2;0.2;0.2;Optimal
Shape_2309;111;30;352;22;299;2;1;-1;0.26;0.26;0.26;0.25;0.24;0.25;Optimal
Shape_2310;4;16;354;53;332;4;7;-1;0.15;0.13;0.16;0.17;0.13;0.15;Optimal
Shape_2314;14;41;271;37;47;8;1;2;0.16;0.14;0.13;0.16;0.15;0.15;Optimal
Shape_2319;61;31;162;57;90;4;5;2;0.26;0.26;0.23;0.25;0.25;0.25;Optimal
Shape_2323;17;144;356;18;212;-4;4;2;0.22;0.22;0.23;0.22;0.22;0.23;Optimal
Shape_2328;31;45;283;40;253;3;6;-1;0.23;0.2;0.21;0.24;0.22;0.22;Optimal
Shape_2341;4;86;244;31;291;3;2;-2;0.26;0.27;0.26;0.26;0.23;0.25;Optimal
Shape_2345;50;48;329;31;117;-1;17;-1;0.19;0.2;0.2;0.21;0.19;0.2;Optimal
Shape_2348;153;41;295;59;29;2;2;-2;0.22;0.22;0.23;0.21;0.2;0.21;Optimal
Shape_2350;35;81;336;31;133;5;2;2;0.2;0.19;0.18;0.18;0.16;0.18;Optimal
Shape_2351;20;134;300;52;150;5;6;-2;0.22;0.21;0.2;0.21;0.22;0.21;Optimal
Shape_2359;69;113;347;31;221;6;12;2;0.24;0.25;0.26;0.23;0.26;0.24;Optimal
Shape_2366;66;36;316;61;17;8;3;0;0.17;0.15;0.14;0.17;0.18;0.16;Optimal
Shape_2370;77;61;348;63;106;0;0;0;0.18;0.22;0.2;0.19;0.21;0.2;Optimal
Shape_2373;60;127;339;60;62;8;12;1;0.21;0.21;0.2;0.19;0.19;0.2;Optimal
Shape_2378;19;22;242;46;97;9;15;-2;0.17;0.18;0.2;0.16;0.16;0.18;Optimal
Shape_2379;67;12;309;25;262;3;12;-1;0.26;0.24;0.25;0.25;0.22;0.24;Optimal
Shape_2388;49;124;249;57;42;-3;7;-2;0.23;0.24;0.22;0.22;0.25;0.24;Optimal
Shape_2389;57;43;328;38;138;0;0;0;0.22;0.23;0.24;0.25;0.24;0.23;Optimal
Shape_2395;51;65;339;53;104;0;0;0;0.21;0.18;0.2;0.2;0.19;0.2;Optimal
Shape_2407;72;140;356;51;39;2;12;-2;0.19;0.19;0.21;0.19;0.21;0.2;Optimal
Shape_2409;27;25;316;45;81;-3;13;-2;0.13;0.15;0.14;0.14;0.14;0.14;Optimal
Shape_2414;77;8;343;16;179;0;0;0;0.24;0.26;0.24;0.26;0.22;0.24;Optimal
Shape_2420;7;31;341;49;252;3;13;2;0.12;0.15;0.15;0.12;0.14;0.14;Optimal
Shape_2428;37;44;347;40;129;-3;6;0;0.17;0.17;0.19;0.2;0.16;0.18;Optimal
Shape_2429;56;12;357;39;145;0;0;0;0.21;0.2;0.21;0.17;0.18;0.19;Optimal
Shape_2434;28;20;241;55;56;5;2;-1;0.17;0.17;0.15;0.17;0.16;0.17;Optimal
Shape_2440;119;44;316;52;82;-2;15;1;0.23;0.22;0.24;0.22;0.24;0.23;Optimal
Shape_2446;8;146;271;52;60;7;2;1;0.23;0.22;0.22;0.23;0.24;0.22;Optimal
Shape_2447;11;86;326;17;212;7;10;1;0.24;0.23;0.23;0.23;0.23;0.23;Optimal
Shape_2450;46;15;302;4;85;-4;14;3;0.19;0.2;0.2;0.19;0.18;0.18;Optimal
Shape_2453;97;50;257;62;57;7;18;3;0.2;0.19;0.18;0.19;0.19;0.2;Optimal
Shape_2474;68;26;286;54;85;0;0;0;0.21;0.23;0.21;0.22;0.22;0.22;Optimal
Shape_2482;71;137;356;47;103;-1;11;0;0.27;0.25;0.27;0.25;0.27;0.25;Optimal
Shape_2484;80;44;278;25;43;6;5;-1;0.26;0.22;0.22;0.23;0.24;0.24;Optimal
Shape_2487;40;43;292;42;151;7;7;0;0.23;0.21;0.23;0.2;0.21;0.22;Optimal
Shape_2497;39;84;357;3;151;4;10;-1;0.24;0.24;0.23;0.23;0.25;0.23;Optimal
Shape_2500;63;103;327;61;122;4;12;0;0.21;0.22;0.23;0.22;0.24;0.23;Optimal
Shape_2503;92;18;247;33;33;7;18;1;0.26;0.26;0.25;0.24;0.24;0.25;Optimal
Shape_2505;65;134;318;45;65;9;18;3;0.19;0.21;0.23;0.2;0.22;0.21;Optimal
Shape_2511;39;139;327;53;180;-4;17;3;0.22;0.19;0.19;0.21;0.2;0.21;Optimal
Shape_2516;16;114;322;41;115;9;10;-2;0.17;0.16;0.2;0.17;0.17;0.18;Optimal
Shape_2517;48;145;345;62;148;8;7;-1;0.21;0.19;0.23;0.23;0.19;0.21;Optimal
Shape_2528;55;94;326;30;110;9;5;0;0.25;0.24;0.25;0.24;0.23;0.24;Optimal
Shape_2540;27;36;270;28;220;6;18;3;0.2;0.19;0.21;0.21;0.2;0.2;Optimal
Shape_2541;35;14;226;52;30;-1;3;1;0.19;0.19;0.2;0.2;0.17;0.19;Optimal
Shape_2543;52;106;359;9;115;-3;3;0;0.25;0.27;0.23;0.24;0.26;0.25;Optimal
Shape_2545;94;3;347;58;260;0;0;0;0.24;0.21;0.21;0.21;0.22;0.22;Optimal
Shape_2550;3;49;273;46;236;8;5;0;0.23;0.23;0.21;0.23;0.22;0.22;Optimal
Shape_2552;29;58;294;17;106;2;3;-1;0.21;0.21;0.21;0.23;0.2;0.22;Optimal
Shape_2553;78;33;281;26;108;2;11;-2;0.24;0.21;0.23;0.21;0.24;0.23;Optimal
Shape_2554;21;106;305;14;115;6;3;3;0.2;0.2;0.21;0.22;0.2;0.2;Optimal
Shape_2556;26;30;246;14;112;-2;6;3;0.22;0.19;0.18;0.21;0.21;0.2;Optimal
Shape_2581;105;18;282;40;138;-2;2;1;0.23;0.23;0.22;0.23;0.24;0.24;Optimal
Shape_2586;29;22;266;27;105;9;2;-2;0.17;0.18;0.17;0.19;0.19;0.18;Optimal
Shape_2596;10;70;251;51;229;-1;9;0;0.25;0.23;0.26;0.24;0.25;0.25;Optimal
Shape_2597;18;135;346;8;18;-2;11;-2;0.19;0.23;0.2;0.23;0.19;0.21;Optimal
Shape_2600;100;37;286;61;271;-3;11;-1;0.24;0.26;0.27;0.25;0.26;0.25;Optimal
Shape_2605;4;9;343;21;152;0;0;0;0.2;0.18;0.18;0.18;0.2;0.18;Optimal
Shape_2616;43;103;298;54;63;3;17;-2;0.18;0.19;0.19;0.18;0.19;0.2;Optimal
Shape_2620;79;59;312;54;198;8;19;2;0.22;0.19;0.21;0.22;0.2;0.21;Optimal
Shape_2621;7;48;300;54;161;-2;8;-1;0.18;0.17;0.19;0.17;0.16;0.17;Optimal
Shape_2628;36;134;294;46;79;-1;12;1;0.26;0.25;0.27;0.25;0.25;0.25;Optimal
Shape_2630;114;27;343;9;80;1;14;2;0.23;0.2;0.22;0.22;0.21;0.22;Optimal
Shape_2639;51;44;357;21;64;7;7;0;0.19;0.18;0.18;0.21;0.18;0.19;Optimal
Shape_2642;22;90;298;54;117;8;17;0;0.21;0.21;0.21;0.23;0.22;0.22;Optimal
Shape_2643;147;54;345;55;70;0;0;0;0.26;0.24;0.26;0.23;0.24;0.25;Optimal
Shape_2647;7;44;302;51;101;0;0;0;0.19;0.18;0.19;0.2;0.18;0.19;Optimal
Shape_2651;104;27;266;16;82;-2;11;3;0.25;0.26;0.26;0.24;0.23;0.24;Optimal
Shape_2652;10;46;350;41;335;4;1;1;0.19;0.16;0.19;0.17;0.17;0.18;Optimal
Shape_2653;165;30;357;36;334;1;4;3;0.23;0.25;0.23;0.24;0.25;0.24;Optimal
Shape_2662;38;95;267;63;124;8;7;1;0.24;0.23;0.2;0.22;0.24;0.22;Optimal
Shape_2664;18;28;267;42;308;1;7;-1;0.23;0.24;0.23;0.21;0.22;0.23;Optimal
Shape_2666;32;8;143;54;189;2;1;3;0.23;0.23;0.23;0.24;0.24;0.23;Optimal
Shape_2681;19;103;281;60;50;2;3;0;0.21;0.23;0.2;0.21;0.22;0.21;Optimal
Shape_2693;94;81;288;63;285;4;7;-2;0.25;0.26;0.27;0.23;0.26;0.25;Optimal
Shape_2700;5;107;266;53;195;6;11;0;0.24;0.25;0.24;0.26;0.24;0.25;Optimal
Shape_2712;49;126;240;54;40;-2;7;2;0.23;0.24;0.25;0.23;0.26;0.25;Optimal
Shape_2720;21;23;298;10;119;0;0;0;0.24;0.23;0.25;0.22;0.25;0.24;Optimal
Shape_2725;55;24;235;8;108;2;16;3;0.23;0.25;0.22;0.23;0.24;0.24;Optimal
